id_venda;cod_vendedor;cod_produto;cod_departamento;dtc_venda;qtd_venda;val_venda;num_nota
7928;2;16;4;07/09/2015;2;135;1417
7929;4;22;5;28/12/2014;2;1600;608
7930;8;12;1;01/05/2014;3;5.3;153
7931;6;15;2;27/11/2015;2;98.5;1013
7932;4;20;1;22/04/2014;2;350;696
7933;9;9;1;01/12/2014;2;12.25;1178
7934;1;3;6;03/05/2015;3;342.09;543
7935;8;15;5;05/07/2015;1;98.5;896
7936;9;20;1;10/05/2014;3;350;1046
7937;4;5;1;15/06/2015;3;2125.99;215
7938;7;10;4;09/01/2015;1;2.15;38
7939;5;6;5;24/04/2015;1;550;477
7940;3;20;4;07/10/2014;2;350;644
7941;9;9;3;16/06/2014;2;12.25;1145
7942;4;1;3;23/09/2014;1;25.15;1029
7943;5;18;6;28/10/2014;1;850;1372
7944;5;1;1;07/09/2015;3;25.15;220
7945;8;7;4;24/11/2015;1;52.9;122
7946;9;17;4;15/10/2015;1;1075;278
7947;11;17;2;28/03/2015;3;1075;808
7948;3;8;5;11/05/2014;1;875;246
7949;4;5;6;21/06/2014;3;2125.99;1496
7950;4;9;2;19/10/2014;3;12.25;298
7951;9;4;3;09/08/2014;2;1300;260
7952;2;7;5;16/07/2014;2;52.9;1424
7953;2;9;4;26/03/2014;2;12.25;278
7954;4;1;1;15/07/2015;3;25.15;672
7955;12;14;6;25/01/2014;2;25;396
7956;11;3;2;16/12/2014;1;342.09;1350
7957;12;11;5;28/04/2015;2;0.5;1226
7958;6;17;2;21/05/2015;1;1075;1393
7959;9;6;3;01/02/2015;2;550;862
7960;1;17;5;12/05/2015;3;1075;510
7961;1;22;2;06/04/2015;1;1600;393
7962;5;23;4;16/08/2014;1;300;1354
7963;4;11;5;19/08/2014;3;0.5;90
7964;7;12;5;08/08/2015;2;5.3;1391
7965;2;22;5;13/07/2014;1;1600;698
7966;10;5;1;08/09/2015;3;2125.99;922
7967;10;6;6;22/10/2015;3;550;620
7968;4;21;2;27/05/2015;1;2100;324
7969;5;3;1;25/02/2015;2;342.09;1216
7970;5;16;2;28/05/2015;2;135;227
7971;1;15;2;26/09/2014;3;98.5;338
7972;7;12;3;10/07/2015;3;5.3;1290
7973;9;4;4;03/04/2015;3;1300;977
7974;8;1;5;11/04/2014;2;25.15;275
7975;12;5;3;20/03/2015;3;2125.99;238
7976;2;14;1;09/03/2014;3;25;391
7977;10;16;5;26/04/2014;3;135;879
7978;8;14;6;26/11/2015;1;25;909
7979;3;4;1;24/06/2014;3;1300;254
7980;8;15;6;06/02/2014;3;98.5;377
7981;9;5;1;01/08/2014;2;2125.99;1096
7982;7;1;1;21/01/2014;3;25.15;606
7983;7;11;4;03/02/2015;3;0.5;113
7984;1;11;1;13/04/2014;1;0.5;514
7985;12;7;5;20/07/2014;1;52.9;983
7986;8;20;1;10/10/2015;2;350;1386
7987;3;18;5;28/03/2015;3;850;509
7988;12;21;4;07/09/2015;2;2100;937
7989;5;10;6;03/01/2015;3;2.15;203
7990;1;2;6;04/12/2015;1;25.9;260
7991;6;21;4;15/11/2014;3;2100;121
7992;5;15;2;11/08/2015;1;98.5;1028
7993;8;1;5;20/04/2014;1;25.15;969
7994;7;16;6;12/05/2014;2;135;1007
7995;3;2;2;10/09/2014;1;25.9;428
7996;3;5;3;15/09/2015;2;2125.99;525
7997;6;3;6;28/04/2015;1;342.09;1178
7998;10;15;4;27/04/2015;3;98.5;509
7999;8;23;1;27/09/2014;3;300;463
8000;3;20;6;09/02/2015;1;350;440
8001;5;19;4;28/12/2015;3;1500;1040
8002;2;16;4;01/08/2015;2;135;719
8003;8;15;1;13/09/2015;1;98.5;1467
8004;11;9;5;04/02/2015;1;12.25;896
8005;8;14;1;13/03/2015;3;25;266
8006;3;11;4;24/08/2015;2;0.5;229
8007;6;17;2;20/04/2014;3;1075;1116
8008;3;13;3;28/03/2015;3;3.2;523
8009;2;21;3;15/04/2015;1;2100;834
8010;12;7;3;06/12/2015;1;52.9;932
8011;12;12;6;27/05/2015;2;5.3;9
8012;5;12;2;03/03/2014;2;5.3;1457
8013;9;16;4;20/05/2015;3;135;1229
8014;2;8;4;18/11/2015;3;875;983
8015;9;6;2;12/03/2014;3;550;1490
8016;11;6;3;16/02/2014;1;550;1035
8017;10;4;1;07/01/2015;2;1300;389
8018;12;1;2;20/11/2014;2;25.15;196
8019;4;11;6;21/07/2015;2;0.5;191
8020;1;14;1;14/08/2014;2;25;182
8021;6;11;4;11/09/2015;1;0.5;882
8022;5;21;1;04/11/2015;3;2100;48
8023;7;1;2;04/09/2015;1;25.15;599
8024;10;11;2;06/09/2014;3;0.5;877
8025;6;23;3;22/10/2015;3;300;1264
8026;1;13;2;19/12/2015;3;3.2;337
8027;4;15;4;23/01/2015;1;98.5;868
8028;2;2;2;24/08/2015;2;25.9;990
8029;11;16;1;14/04/2014;1;135;1123
8030;2;9;1;18/03/2015;2;12.25;462
8031;1;2;1;07/02/2014;3;25.9;185
8032;5;8;3;11/09/2014;3;875;431
8033;1;13;5;21/01/2014;2;3.2;462
8034;10;6;5;10/01/2014;1;550;13
8035;4;8;5;21/01/2015;3;875;1329
8036;12;18;3;11/01/2015;1;850;268
8037;1;9;4;28/01/2015;1;12.25;1405
8038;3;21;5;05/01/2015;3;2100;513
8039;1;12;6;14/11/2014;3;5.3;1050
8040;2;12;6;25/02/2014;2;5.3;719
8041;7;1;3;10/05/2015;3;25.15;902
8042;1;6;5;08/06/2015;3;550;54
8043;10;2;5;20/07/2015;3;25.9;171
8044;12;17;2;16/01/2014;2;1075;869
8045;4;9;2;23/03/2014;1;12.25;316
8046;5;15;2;06/10/2014;2;98.5;1272
8047;7;3;5;06/09/2014;3;342.09;1356
8048;1;17;2;24/02/2015;2;1075;982
8049;1;1;5;10/01/2014;2;25.15;373
8050;9;23;6;21/03/2015;1;300;1418
8051;3;12;2;04/06/2014;1;5.3;1097
8052;8;6;1;15/05/2015;1;550;869
8053;6;20;1;06/11/2015;1;350;355
8054;7;19;2;08/02/2015;3;1500;288
8055;9;3;2;18/08/2015;3;342.09;1054
8056;2;3;6;16/12/2015;1;342.09;90
8057;7;18;2;14/02/2014;3;850;204
8058;8;20;4;03/06/2015;2;350;1199
8059;9;11;3;13/09/2014;2;0.5;392
8060;8;3;3;02/06/2014;1;342.09;109
8061;9;19;6;06/02/2014;2;1500;1324
8062;8;11;3;21/10/2015;3;0.5;112
8063;10;17;4;16/12/2015;2;1075;222
8064;9;17;4;26/04/2015;3;1075;670
8065;10;8;3;02/03/2014;3;875;1046
8066;2;6;2;06/08/2014;3;550;648
8067;11;5;2;28/10/2014;3;2125.99;701
8068;9;17;5;09/11/2014;2;1075;719
8069;3;4;2;26/10/2014;3;1300;575
8070;12;20;2;24/03/2014;2;350;1368
8071;7;14;3;10/04/2015;2;25;1473
8072;5;10;2;01/04/2015;2;2.15;293
8073;8;23;2;16/08/2015;1;300;1116
8074;12;18;1;02/03/2014;1;850;42
8075;4;10;5;18/05/2014;3;2.15;201
8076;8;2;4;02/12/2015;2;25.9;849
8077;12;15;5;03/06/2014;2;98.5;1386
8078;3;17;2;06/06/2015;2;1075;1209
8079;4;13;3;02/03/2014;1;3.2;220
8080;3;9;5;17/01/2015;3;12.25;1116
8081;6;17;4;11/04/2014;2;1075;558
8082;5;19;2;23/12/2014;1;1500;533
8083;8;10;1;08/06/2014;2;2.15;769
8084;4;19;4;22/07/2014;3;1500;1497
8085;1;11;5;03/12/2014;3;0.5;648
8086;9;10;1;06/08/2015;1;2.15;280
8087;8;15;2;13/08/2015;1;98.5;830
8088;7;12;4;01/05/2014;2;5.3;1210
8089;7;3;1;07/04/2014;2;342.09;66
8090;9;13;6;20/10/2015;2;3.2;263
8091;10;5;5;09/03/2014;1;2125.99;541
8092;3;12;6;12/12/2015;1;5.3;129
8093;6;1;2;15/01/2014;2;25.15;1295
8094;1;20;4;16/12/2015;1;350;311
8095;12;17;3;28/02/2014;2;1075;641
8096;7;8;4;02/03/2014;3;875;1365
8097;2;6;3;10/01/2015;1;550;433
8098;12;5;3;24/02/2015;1;2125.99;951
8099;3;4;3;21/04/2015;1;1300;1336
8100;4;5;1;05/08/2015;2;2125.99;216
8101;5;20;5;25/12/2014;1;350;424
8102;3;1;6;14/03/2015;1;25.15;194
8103;4;19;6;09/07/2015;1;1500;421
8104;8;5;6;10/12/2014;1;2125.99;250
8105;2;21;5;18/02/2014;1;2100;24
8106;7;5;1;01/09/2014;2;2125.99;610
8107;2;12;1;14/02/2014;1;5.3;1227
8108;5;7;4;25/01/2014;1;52.9;950
8109;12;11;6;10/08/2015;3;0.5;776
8110;12;18;1;17/01/2015;3;850;572
8111;3;7;5;10/03/2014;1;52.9;1190
8112;4;13;5;11/11/2015;2;3.2;1191
8113;7;9;1;05/04/2015;2;12.25;1166
8114;8;14;5;04/07/2014;3;25;434
8115;6;8;1;14/09/2015;1;875;1364
8116;12;13;3;20/01/2015;1;3.2;688
8117;1;9;6;12/07/2015;2;12.25;158
8118;9;15;6;20/12/2014;3;98.5;468
8119;5;20;6;13/12/2015;2;350;188
8120;5;9;1;17/01/2015;3;12.25;708
8121;4;5;2;03/04/2014;3;2125.99;901
8122;6;22;6;14/09/2015;3;1600;380
8123;4;11;3;23/09/2014;2;0.5;335
8124;1;4;3;13/05/2015;2;1300;772
8125;9;6;2;19/11/2015;1;550;1207
8126;1;22;1;03/05/2015;1;1600;1045
8127;12;10;2;09/10/2014;2;2.15;908
8128;9;9;2;05/03/2015;3;12.25;1130
8129;5;3;2;02/11/2014;3;342.09;721
8130;2;3;4;27/02/2015;2;342.09;482
8131;9;20;5;28/03/2014;1;350;1179
8132;4;2;3;23/06/2014;2;25.9;700
8133;2;6;4;24/09/2014;2;550;948
8134;11;12;4;01/03/2015;1;5.3;527
8135;1;9;2;28/08/2015;1;12.25;319
8136;1;19;2;12/04/2014;1;1500;1163
8137;2;4;6;14/11/2015;2;1300;722
8138;8;5;3;04/01/2015;3;2125.99;441
8139;12;19;5;13/03/2014;2;1500;699
8140;8;16;3;04/02/2015;2;135;234
8141;2;15;5;21/04/2014;1;98.5;1232
8142;9;12;5;11/11/2015;3;5.3;1047
8143;9;10;1;18/09/2015;3;2.15;806
8144;11;16;2;02/06/2014;1;135;688
8145;12;19;2;11/08/2015;3;1500;488
8146;7;19;2;23/10/2015;1;1500;536
8147;2;16;3;24/03/2014;1;135;111
8148;7;13;2;24/04/2014;1;3.2;378
8149;12;1;1;11/07/2015;1;25.15;858
8150;2;3;2;05/05/2015;1;342.09;161
8151;9;4;5;08/09/2014;3;1300;103
8152;2;6;4;01/05/2014;3;550;1418
8153;6;3;5;22/09/2014;1;342.09;321
8154;4;15;6;01/07/2015;2;98.5;1124
8155;4;18;6;11/01/2015;1;850;743
8156;9;21;6;02/09/2014;2;2100;329
8157;1;12;6;26/11/2015;1;5.3;1088
8158;11;15;2;16/08/2015;3;98.5;75
8159;12;3;6;07/01/2014;2;342.09;944
8160;9;20;6;17/04/2014;3;350;1275
8161;3;23;1;22/03/2014;2;300;650
8162;9;2;4;13/11/2015;2;25.9;637
8163;12;2;4;19/10/2015;3;25.9;1319
8164;1;2;6;23/02/2015;1;25.9;982
8165;7;5;2;28/01/2014;1;2125.99;789
8166;11;4;6;03/10/2014;2;1300;1496
8167;11;16;2;01/03/2014;1;135;507
8168;5;15;5;16/07/2014;2;98.5;1066
8169;7;22;5;17/06/2014;2;1600;1280
8170;9;10;6;11/03/2014;3;2.15;1010
8171;3;8;4;06/09/2015;3;875;701
8172;9;2;4;21/05/2015;3;25.9;1131
8173;1;10;1;09/03/2014;3;2.15;1185
8174;10;21;4;18/02/2014;3;2100;1149
8175;10;21;1;01/03/2015;1;2100;704
8176;4;22;6;25/01/2014;2;1600;760
8177;10;4;1;24/01/2014;3;1300;1396
8178;7;3;6;13/12/2014;1;342.09;664
8179;5;7;5;12/02/2015;2;52.9;882
8180;8;17;5;11/12/2014;3;1075;135
8181;10;7;6;02/02/2014;3;52.9;473
8182;3;8;4;28/06/2014;1;875;562
8183;6;22;2;21/08/2014;1;1600;226
8184;8;13;6;15/10/2014;1;3.2;765
8185;8;19;1;19/12/2014;3;1500;58
8186;12;22;1;25/11/2015;1;1600;655
8187;8;12;3;10/01/2015;3;5.3;1139
8188;7;7;2;15/06/2014;2;52.9;1222
8189;9;1;4;19/08/2014;3;25.15;1051
8190;8;22;4;03/02/2014;3;1600;997
8191;12;3;3;16/01/2014;1;342.09;1057
8192;6;13;5;25/02/2014;3;3.2;665
8193;8;13;5;10/04/2014;3;3.2;112
8194;4;8;6;17/02/2015;1;875;970
8195;12;11;3;08/08/2015;1;0.5;259
8196;9;21;3;01/12/2014;1;2100;1218
8197;7;15;3;02/05/2014;1;98.5;173
8198;10;2;3;28/12/2014;1;25.9;42
8199;9;19;1;21/10/2015;2;1500;184
8200;10;1;4;07/11/2015;2;25.15;663
8201;3;6;3;04/08/2014;2;550;1388
8202;1;19;6;20/04/2015;1;1500;140
8203;5;12;1;01/11/2014;2;5.3;1427
8204;12;17;4;08/06/2014;3;1075;4
8205;6;9;2;27/07/2015;1;12.25;899
8206;11;21;3;02/07/2015;3;2100;1134
8207;11;1;5;14/03/2015;1;25.15;543
8208;4;15;1;01/10/2015;2;98.5;795
8209;2;15;2;03/03/2015;2;98.5;1155
8210;5;17;2;14/11/2015;3;1075;1318
8211;6;4;1;03/06/2015;3;1300;1391
8212;4;13;6;06/09/2014;2;3.2;1379
8213;3;8;3;24/09/2014;3;875;21
8214;1;23;1;05/08/2015;2;300;1297
8215;5;16;2;15/05/2015;3;135;235
8216;7;12;1;06/11/2015;1;5.3;366
8217;6;7;5;25/06/2014;1;52.9;1180
8218;4;4;4;03/09/2014;2;1300;449
8219;8;5;2;16/11/2014;1;2125.99;30
8220;12;4;1;10/08/2015;3;1300;990
8221;5;16;1;27/05/2015;3;135;664
8222;10;5;3;21/08/2015;2;2125.99;277
8223;7;1;5;15/01/2014;2;25.15;771
8224;6;5;2;16/04/2014;3;2125.99;557
8225;4;15;6;10/09/2014;1;98.5;968
8226;10;20;1;16/06/2014;1;350;1173
8227;1;7;3;20/12/2015;3;52.9;260
8228;10;22;3;25/03/2015;2;1600;523
8229;1;19;4;10/07/2015;3;1500;104
8230;5;16;1;27/03/2014;2;135;1182
8231;11;18;3;20/12/2015;2;850;1000
8232;8;4;5;08/01/2015;2;1300;543
8233;1;12;6;23/03/2014;1;5.3;1488
8234;4;21;5;09/07/2014;1;2100;1144
8235;10;11;5;06/07/2014;2;0.5;425
8236;10;6;2;16/08/2014;3;550;619
8237;5;12;6;21/06/2014;3;5.3;62
8238;4;6;2;17/06/2015;2;550;1334
8239;5;17;4;21/01/2015;3;1075;911
8240;5;4;4;11/10/2014;3;1300;1455
8241;9;16;6;20/03/2015;2;135;1292
8242;11;15;4;05/09/2015;2;98.5;200
8243;12;20;1;06/07/2014;3;350;772
8244;6;2;4;16/08/2015;2;25.9;130
8245;8;19;4;19/06/2014;3;1500;1176
8246;8;4;2;07/08/2015;1;1300;327
8247;10;7;2;04/10/2014;2;52.9;550
8248;1;17;3;21/01/2015;2;1075;1298
8249;7;9;6;01/06/2014;1;12.25;756
8250;10;4;3;23/02/2015;3;1300;1370
8251;9;14;2;01/10/2015;2;25;870
8252;3;9;6;13/02/2015;1;12.25;1150
8253;3;7;6;06/04/2015;3;52.9;1363
8254;9;3;6;26/07/2015;2;342.09;745
8255;1;13;6;09/02/2014;2;3.2;795
8256;10;16;4;27/04/2015;3;135;1426
8257;3;10;2;13/02/2014;2;2.15;505
8258;9;6;5;25/06/2015;2;550;100
8259;4;19;5;21/03/2014;1;1500;1091
8260;10;15;1;20/04/2015;1;98.5;445
8261;11;23;1;02/11/2014;1;300;639
8262;6;16;4;15/04/2015;1;135;356
8263;5;15;3;09/01/2015;1;98.5;49
8264;7;21;1;09/02/2015;2;2100;453
8265;5;11;4;04/02/2014;2;0.5;328
8266;10;19;6;05/05/2014;3;1500;1450
8267;10;19;6;04/10/2014;1;1500;1098
8268;9;21;4;15/12/2014;3;2100;1158
8269;2;10;3;05/05/2014;3;2.15;646
8270;11;5;6;25/06/2015;3;2125.99;200
8271;4;7;6;05/11/2015;1;52.9;967
8272;3;21;2;27/10/2015;3;2100;276
8273;8;23;4;10/11/2015;3;300;794
8274;1;9;5;13/05/2015;1;12.25;1465
8275;10;1;5;18/01/2015;3;25.15;1107
8276;6;5;4;25/07/2015;1;2125.99;146
8277;7;15;4;22/01/2015;2;98.5;72
8278;3;22;1;21/09/2014;2;1600;498
8279;7;16;1;26/03/2014;1;135;793
8280;10;23;4;22/12/2014;3;300;365
8281;2;23;3;08/06/2015;3;300;435
8282;11;21;2;01/07/2014;3;2100;170
8283;1;2;2;28/09/2015;2;25.9;1089
8284;11;16;6;15/05/2015;3;135;907
8285;4;10;3;18/02/2015;3;2.15;1465
8286;10;22;6;08/02/2014;2;1600;1147
8287;12;3;3;06/05/2014;2;342.09;473
8288;7;5;6;02/03/2015;1;2125.99;773
8289;10;7;2;01/04/2014;3;52.9;208
8290;12;11;6;12/07/2014;1;0.5;145
8291;12;18;5;05/07/2015;3;850;209
8292;3;1;3;12/09/2014;2;25.15;1045
8293;5;11;3;14/10/2014;1;0.5;889
8294;5;6;2;21/12/2015;3;550;1310
8295;7;20;1;01/02/2014;2;350;434
8296;2;19;6;24/04/2014;2;1500;731
8297;3;17;1;26/07/2015;1;1075;133
8298;7;7;2;08/10/2015;1;52.9;296
8299;9;13;5;23/08/2015;2;3.2;547
8300;6;16;2;12/12/2015;1;135;1083
8301;3;2;2;22/01/2014;1;25.9;3
8302;7;6;5;09/04/2014;2;550;321
8303;5;9;6;25/05/2014;1;12.25;740
8304;11;23;6;25/01/2015;2;300;706
8305;12;22;1;02/05/2014;3;1600;754
8306;10;23;6;07/02/2014;1;300;785
8307;10;23;2;22/12/2015;2;300;608
8308;1;14;1;28/05/2014;1;25;1286
8309;4;16;5;28/02/2014;1;135;57
8310;11;4;1;06/08/2014;2;1300;1424
8311;8;10;3;02/07/2014;3;2.15;1000
8312;3;2;2;05/04/2015;3;25.9;1154
8313;11;21;3;08/02/2015;1;2100;661
8314;1;7;2;12/03/2015;1;52.9;354
8315;1;15;3;06/04/2014;3;98.5;1206
8316;1;23;2;23/04/2015;2;300;763
8317;5;8;5;12/04/2014;3;875;360
8318;3;12;6;11/08/2015;1;5.3;3
8319;10;12;4;19/06/2014;3;5.3;585
8320;11;9;2;17/12/2015;2;12.25;927
8321;9;5;2;23/08/2015;1;2125.99;741
8322;7;15;4;11/08/2015;2;98.5;338
8323;6;2;4;03/06/2014;3;25.9;674
8324;8;6;3;25/12/2014;2;550;464
8325;6;4;6;26/05/2015;1;1300;1001
8326;2;3;2;04/12/2014;3;342.09;502
8327;7;22;5;10/05/2014;2;1600;963
8328;9;23;5;18/01/2014;1;300;370
8329;11;13;5;07/09/2015;2;3.2;1494
8330;3;3;1;20/08/2015;1;342.09;983
8331;6;5;5;21/08/2015;3;2125.99;944
8332;9;7;3;10/01/2014;3;52.9;679
8333;1;5;2;03/03/2014;3;2125.99;438
8334;1;12;1;28/02/2014;2;5.3;1310
8335;6;16;6;11/05/2014;2;135;371
8336;8;3;5;24/10/2015;3;342.09;114
8337;2;6;2;11/11/2015;1;550;1470
8338;8;15;5;04/02/2015;3;98.5;565
8339;2;6;3;04/09/2015;2;550;383
8340;12;17;1;16/12/2014;2;1075;865
8341;1;12;3;12/12/2015;1;5.3;1105
8342;10;12;4;26/12/2015;3;5.3;282
8343;8;11;5;13/01/2014;2;0.5;186
8344;6;9;2;21/04/2015;2;12.25;120
8345;2;22;3;27/12/2015;3;1600;206
8346;3;3;4;25/06/2014;2;342.09;5
8347;2;14;1;13/11/2014;2;25;1389
8348;7;17;3;24/02/2015;3;1075;1230
8349;1;7;6;02/06/2014;3;52.9;884
8350;10;16;3;07/02/2015;1;135;1168
8351;11;20;2;09/08/2014;2;350;1225
8352;4;19;6;23/06/2015;1;1500;1011
8353;1;15;2;16/01/2014;1;98.5;1349
8354;1;11;4;27/06/2015;1;0.5;595
8355;2;13;3;05/06/2014;2;3.2;71
8356;11;14;4;06/02/2015;2;25;1060
8357;9;22;6;21/01/2015;3;1600;37
8358;1;6;3;07/11/2015;2;550;1024
8359;2;22;2;25/12/2014;2;1600;665
8360;1;9;3;06/03/2014;3;12.25;86
8361;7;21;4;17/09/2015;2;2100;1171
8362;9;6;1;24/02/2014;1;550;39
8363;4;1;5;04/02/2014;1;25.15;746
8364;4;23;1;02/10/2015;2;300;776
8365;10;13;4;10/08/2014;2;3.2;1494
8366;1;4;3;18/01/2014;3;1300;1397
8367;10;17;5;27/06/2015;3;1075;1408
8368;7;11;2;05/09/2014;2;0.5;1439
8369;1;19;3;03/11/2014;1;1500;1422
8370;5;19;4;18/10/2014;1;1500;827
8371;4;5;5;14/10/2015;1;2125.99;870
8372;12;8;2;11/08/2014;3;875;372
8373;9;14;3;20/06/2014;3;25;852
8374;7;2;4;14/07/2014;2;25.9;1278
8375;5;18;1;23/05/2015;3;850;938
8376;10;23;6;23/02/2015;2;300;1431
8377;2;17;6;13/01/2014;2;1075;838
8378;6;22;1;17/11/2015;3;1600;739
8379;5;21;3;09/04/2015;2;2100;1176
8380;12;20;5;10/05/2014;3;350;29
8381;10;4;4;25/08/2014;1;1300;114
8382;11;6;1;16/05/2015;3;550;966
8383;12;19;4;08/01/2014;2;1500;303
8384;7;7;5;23/02/2015;3;52.9;392
8385;2;13;5;09/08/2014;3;3.2;477
8386;4;9;2;09/05/2015;1;12.25;104
8387;2;19;4;14/09/2014;1;1500;50
8388;10;9;4;02/02/2014;3;12.25;344
8389;4;12;4;07/12/2015;1;5.3;505
8390;3;23;3;26/11/2014;1;300;500
8391;6;16;5;07/12/2015;3;135;744
8392;4;4;6;13/12/2014;2;1300;1449
8393;2;22;5;15/06/2014;1;1600;1241
8394;4;20;6;05/06/2014;2;350;354
8395;2;10;3;23/03/2014;1;2.15;1423
8396;11;7;5;13/12/2014;2;52.9;417
8397;4;16;3;09/08/2015;1;135;161
8398;8;6;6;25/05/2014;1;550;495
8399;5;3;4;19/07/2014;1;342.09;1058
8400;9;9;3;10/06/2015;3;12.25;507
8401;9;12;5;10/06/2015;2;5.3;1141
8402;3;10;4;03/10/2014;1;2.15;851
8403;5;13;4;01/10/2015;1;3.2;378
8404;6;17;5;07/03/2015;2;1075;507
8405;11;13;2;25/04/2014;1;3.2;695
8406;2;1;3;16/01/2015;1;25.15;41
8407;2;16;4;17/02/2015;1;135;1152
8408;10;22;6;22/12/2015;3;1600;1059
8409;7;13;5;25/05/2014;3;3.2;1310
8410;2;16;6;23/02/2015;1;135;1214
8411;8;19;4;24/11/2014;3;1500;815
8412;2;15;1;15/03/2015;1;98.5;853
8413;7;6;2;12/11/2015;3;550;1193
8414;11;13;4;12/06/2015;2;3.2;100
8415;10;9;3;12/01/2014;2;12.25;1229
8416;8;15;6;19/09/2015;1;98.5;841
8417;2;19;2;22/07/2014;2;1500;1265
8418;5;23;3;07/03/2015;2;300;294
8419;2;20;1;06/12/2014;3;350;132
8420;4;3;4;22/07/2014;3;342.09;704
8421;11;15;1;21/06/2015;1;98.5;1092
8422;3;6;3;08/12/2014;1;550;619
8423;6;2;1;19/10/2014;2;25.9;26
8424;6;10;5;11/11/2014;3;2.15;291
8425;9;16;1;11/07/2014;2;135;410
8426;8;13;3;02/12/2015;3;3.2;994
8427;9;1;3;13/05/2015;3;25.15;1178
8428;8;9;6;07/09/2015;1;12.25;1389
8429;6;10;3;11/12/2015;1;2.15;300
8430;7;3;5;21/12/2015;2;342.09;1129
8431;10;1;5;06/08/2014;1;25.15;288
8432;5;8;3;14/12/2014;3;875;973
8433;8;10;4;05/12/2015;1;2.15;434
8434;12;4;2;27/01/2015;2;1300;1282
8435;1;8;6;14/01/2015;1;875;833
8436;5;16;2;12/10/2014;2;135;1004
8437;12;17;4;17/02/2015;3;1075;1417
8438;4;20;3;23/12/2014;1;350;851
8439;10;22;6;21/06/2014;2;1600;334
8440;8;20;2;28/04/2014;3;350;265
8441;1;5;6;17/03/2015;1;2125.99;1301
8442;10;14;5;17/03/2014;1;25;578
8443;10;16;3;09/08/2015;3;135;459
8444;4;21;1;24/01/2015;2;2100;1407
8445;5;22;6;28/05/2015;1;1600;1424
8446;2;10;4;05/08/2014;3;2.15;1282
8447;7;12;2;23/07/2014;1;5.3;245
8448;3;17;3;16/08/2014;1;1075;1246
8449;2;19;4;15/12/2014;3;1500;1279
8450;9;12;3;13/04/2014;3;5.3;640
8451;4;16;3;25/07/2014;3;135;492
8452;8;23;4;09/01/2014;3;300;529
8453;2;20;4;28/01/2014;3;350;729
8454;3;5;4;19/07/2014;3;2125.99;347
8455;5;17;4;02/08/2014;1;1075;598
8456;7;2;2;26/12/2014;2;25.9;1129
8457;5;12;1;20/11/2015;1;5.3;870
8458;5;5;2;23/06/2015;3;2125.99;1094
8459;8;18;6;22/06/2014;2;850;288
8460;4;18;1;21/01/2014;1;850;880
8461;10;21;4;13/03/2015;2;2100;268
8462;10;16;6;02/10/2015;1;135;1227
8463;2;23;1;02/11/2014;2;300;34
8464;6;9;6;07/05/2015;2;12.25;220
8465;5;10;5;23/02/2015;1;2.15;454
8466;8;11;1;28/12/2015;3;0.5;1062
8467;3;6;4;15/04/2015;1;550;821
8468;7;13;2;06/08/2014;2;3.2;833
8469;7;13;3;08/03/2014;2;3.2;402
8470;5;11;6;22/06/2015;1;0.5;1274
8471;4;17;1;19/04/2015;1;1075;1237
8472;12;9;5;15/09/2014;1;12.25;429
8473;11;13;2;03/12/2014;1;3.2;734
8474;7;8;5;04/01/2015;1;875;13
8475;12;8;5;06/10/2014;1;875;849
8476;11;17;1;06/07/2015;2;1075;610
8477;5;12;3;13/02/2015;3;5.3;541
8478;12;9;3;03/09/2014;1;12.25;1483
8479;10;20;2;12/03/2015;2;350;74
8480;6;17;3;03/06/2015;1;1075;984
8481;5;7;1;22/05/2015;2;52.9;280
8482;4;10;6;08/07/2014;2;2.15;361
8483;1;5;6;22/11/2015;3;2125.99;832
8484;4;6;6;13/11/2014;1;550;403
8485;4;23;6;19/02/2015;2;300;671
8486;6;21;5;15/01/2014;2;2100;744
8487;2;1;1;26/05/2014;1;25.15;463
8488;12;23;5;14/04/2014;1;300;102
8489;1;7;1;01/02/2014;2;52.9;215
8490;1;23;6;20/01/2014;1;300;1099
8491;3;17;3;21/06/2014;3;1075;1352
8492;4;6;6;15/10/2014;1;550;380
8493;7;2;3;28/11/2014;2;25.9;420
8494;3;7;6;23/04/2014;1;52.9;1089
8495;5;2;6;12/05/2015;3;25.9;778
8496;2;5;6;26/01/2014;1;2125.99;505
8497;10;18;2;02/06/2014;2;850;1243
8498;7;21;6;26/10/2014;2;2100;641
8499;4;13;6;03/04/2015;2;3.2;416
8500;2;15;3;13/07/2014;1;98.5;1386
8501;4;4;6;21/04/2014;1;1300;1196
8502;10;15;5;02/12/2015;1;98.5;707
8503;2;3;5;21/11/2015;1;342.09;339
8504;12;22;5;16/07/2015;3;1600;299
8505;10;23;3;13/02/2014;2;300;657
8506;6;2;3;14/12/2014;3;25.9;561
8507;4;20;6;24/07/2015;3;350;845
8508;9;18;2;08/08/2015;3;850;469
8509;11;18;2;06/02/2015;3;850;1184
8510;7;6;6;27/06/2014;3;550;1137
8511;3;7;5;13/09/2014;1;52.9;267
8512;4;1;5;25/12/2015;3;25.15;1282
8513;7;6;5;23/01/2015;3;550;490
8514;8;14;5;07/06/2015;1;25;497
8515;7;9;2;10/06/2015;1;12.25;399
8516;7;23;2;26/07/2014;2;300;583
8517;2;21;3;19/05/2014;1;2100;420
8518;3;16;6;09/07/2014;2;135;944
